Ref.Sig.R2	Ref.Sig.R4	Ref.Sig.R6a	Ref.Sig.R1	Ref.Sig.R7	Ref.Sig.R5	Ref.Sig.R6b	Ref.Sig.R8	Ref.Sig.R3	Ref.Sig.R9	Ref.Sig.R10	Ref.Sig.R11	Ref.Sig.R12	Ref.Sig.R13	Ref.Sig.R14	Ref.Sig.R15	Ref.Sig.R16	Ref.Sig.R17	Ref.Sig.R18	Ref.Sig.R19	Ref.Sig.R20	unassigned
3001_svm_called_somatic	0	0	0	1.07356536103088	0	1.09188704758005	0	0	0	0.83454760368034	0	0	0	0	0	0	0	0	0	0	0	-1.22912680033949e-08
3002_svm_called_somatic	0	0	0	0	1.48124925746335	0	0	0	1.20572373085551	0	0	0	0	0	0	0	0	0.313027013217549	0	0	0	-1.53640256073118e-09
3005_svm_called_somatic	1.17681611734278	0	0	1.71948675869304	0	6.72746753669245	0	0.633011930032872	1.74321772285499	0	0	0	0	0	0	0	0	0	0	0	0	-6.56161276424427e-08
3006_svm_called_somatic	0	0	0	0	0	0	0	0	0	0.999999988999999	0	0	0	0	0	0	0	0	0	0	0	1.10000005770772e-08
3007_svm_called_somatic	1.50784002962753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49216000957631	0	0	0	0	0	-3.92038383978388e-08
3008_svm_called_somatic	0	0	0	0	0	0	0	0	0.84490654907158	1.30255461225241	0	0	0	0	0	0.852538824347899	0	0	0	0	0	1.43281138065277e-08
3009_svm_called_somatic	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3.10862446895044e-15
3011_svm_called_somatic	1.63841557065447	0	0	0	0	0	0	0	0	0	0	0.361584455311155	0	0	0	0	0	0	0	0	0	-2.59656220968907e-08
3012_svm_called_somatic	1.09745061893115	0	0	0	0	0	0	0	2.87951926489133	1.02303013345789	0	0	0	0	0	0	0	0	0	0	0	-1.72803771292251e-08
3308_svm_called_somatic	0.683008454572362	0	0	7.02103940607158	0	0	0	0	0	0.902385064516825	0	0	0	0	0	0	0	0	0	0	0	0.393567074839229
3324_svm_called_somatic	0	0	0	0	0	0	0	0.98421403271601	0	1.26960804994418	0	0	0	0	0	2.74617790435747	0	0	0	0	0	1.29823423122843e-08
3363_svm_called_somatic	0	0	19.4086604348954	6.28868525228362	0	0	5.27971864239787	0	0	0	0	28.7916716099712	0	0	0	3.69472257237257	0	0	0	0	0	2.53654148807929
3370_svm_called_somatic	0	0	0	0	0	0	0	0	0	7.79687469120522	0	2.76421977142681	0	0	2.34495395510998	0	0	0	0	0	0	0.0939515822579917
3372_svm_called_somatic	0	0	0	0	0.954315140545652	0	0	0	3.93353983794243	1.95244877239087	0	0	0	0	0	0.76277624896793	0	0	0	0	0	0.396920000153119
3387_svm_called_somatic	1.65481653563743	0	0	0	0	2.64901024095772	0	0.957629458295681	5.50834927615873	0	0	0	0	0	0	5.8988945690133	0	0	0	0	0	0.331299919937134
3394_svm_called_somatic	28.3711606866745	0	0	0	0	9.94724419433541	23.142494166107	0	11.5570144207034	0	0	10.1489916735076	0	12.281602101815	9.01641405657654	7.54438454390479	24.343626116369	0	0	0	0	6.64706804000664
3408_svm_called_somatic	20.019073578508	0	29.9248424277513	0	0	12.7377259108293	0	14.8972280481091	0	0	0	0	0	0	0	0	0	0	0	0	0	8.42113003480229
3415_svm_called_somatic	0	0	0	24.1832118568866	72.4645557248101	29.6956123349586	0	0	171.583370328093	0	0	0	0	0	0	0	0	0	0	0	0	8.07324975525165
3428_svm_called_somatic	7.57028247665595	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42971768858505	0	0	0	0	0	0	-1.65241001326422e-07
3454_svm_called_somatic	2.70486835789821	0	0	1.05804739302643	2.07092632207305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166157927002308
3455_svm_called_somatic	0	0	0	0	0.543904579571851	0	0	0	0	0	0	0	0	0	0	7.45609542097098	0	0	0	0	0	-5.42831557481804e-10
3466_svm_called_somatic	11.106523254868	0	0	22.3551749876285	56.2361287228763	0	0	0	0	0	0	0	0	0	0	11.3021738267193	0	0	0	0	0	-7.92092023971236e-07
3467_svm_called_somatic	2.000000052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.1999999417518e-08
3468_svm_called_somatic	1.000000026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.60000005969374e-08
3472_svm_called_somatic	4.71227784237285	0	0	0	1.21967273996064	0	0	0	3.80782649186294	2.18910506145191	0	0	0	0	0	2.07111796401042	0	0	0	0	0	-9.96587541379768e-08
3473_svm_called_somatic	0	0	0	0	0	1.88424097701719	0	0.905813913475487	2.8299985671819	0.379946539051547	0	0	0	0	0	0	0	0	0	0	0	3.27387539300616e-09
3514_svm_called_somatic	0	0	0	0	0.295892232679494	0	0	0	0.736638299358128	0	0.978139939670961	0	0	0	0	2.98932952858724	0	0	0	0	0	-2.95824698071101e-10
3516_svm_called_somatic	3.0019611079587	0	0	1.84986455923355	9.56937466289086	9.78398091639152	0	0	10.7715728698206	0	0	0	0	0	0	0	0	0	0	0	0	1.02324588370481
3529_svm_called_somatic	30.9266396200874	27.600071665846	0	0	78.5375376386352	0	0	0	22.6130063062593	0	0	0	0	0	0	0	0	0	0	0	0	2.32274476917209
3555_svm_called_somatic	0	0	0	0	1.63711772406978	2.36288227756722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.63700075717088e-09
3574_svm_called_somatic	1.1779702305718	0	0	0	1.8832292092253	0	0	0.969855188431242	0	0	0	0	0	0	0	0.968945405252188	0	0	0	0	0	-3.34805330126642e-08
3582_svm_called_somatic	0	2.64088320478277	0	3.02272967232802	25.0855226486981	0	0	0	0	0	0	2.6981833841926	0	0	0	10.648748797707	0	0	0	0	0	2.90393229229149
3664_svm_called_somatic	0	0	0	0	7.85216836591016	0	0	4.35676316930236	39.1925680653226	12.1411105416905	0	9.77429331553408	0	0	0	0	0	0	0	0	0	3.68309654224028
3666_svm_called_somatic	12.9577471935795	0	0	5.94320510378205	43.4417548455752	0	0	0	0	9.48642642722377	0	0	0	0	0	8.07544472863882	0	0	0	0	0	2.09542170120065
3685_svm_called_somatic	4.83639091192521	0	0	0	25.1930216450143	0	0	0	0	0	0	40.2805852278522	0	4.10679872345864	0	0	0	0	0	0	0	1.58320349174957
3727_svm_called_somatic	0	0	0	0	2.04608701640469	0	0	0	10.9075003130327	0	0	0	0	0	0	16.5034715119225	0	0	0	0	0	1.54294115864012
3771_svm_called_somatic	22.0741960900519	0	0	34.6984584816926	0	45.4920236136222	0	0	32.5220697133856	13.8449633351963	0	0	0	0	0	0	0	0	0	0	0	18.3682887660515
3772_svm_called_somatic	5.18696536608308	0	0	0	0	0	0	0	0	0	0	4.82319076056582	0	0	1.27213792799915	7.71770584180643	0	0	0	0	0	1.03545524154924e-07
3807_svm_called_somatic	25.6164561811397	0	12.6697024878934	0	44.9265718030964	22.7827399228028	10.7452622731696	0	0	0	0	13.2984015013842	0	0	0	14.3914095918845	0	0	0	0	0	35.5694562386294
3809_svm_called_somatic	0	0	0	0	5.81509237014888	0	0	0	5.00241443340896	0	0	0	0	0	0	0	0	0	0	0	0	0.182493196442158
3810_svm_called_somatic	0	0	0	0	30.8057658610237	0	0	0	2.84871574670179	0	0	0	0	0	0	0	0	0	0	0	0	3.34551839227453
3885_svm_called_somatic	1.8955020261799	0	0	0	8.90331689028852	0	0	4.45877301588044	2.08219044512173	1.46218616637694	0	0	0	0	0	5.19803150270762	0	0	0	0	0	-4.65551437400791e-08
3890_svm_called_somatic	0	0	0	5.34182599345655	53.4145211610238	0	0	0	0	0	4.76812482964811	4.39890560120252	0	0	0	10.9706372033716	0	0	0	0	0	7.10598521129747
3896_svm_called_somatic	17.4373137544081	0	0	0	22.6822096908368	7.00567134437317	0	0	0	0	0	0	0	0	6.36688319006587	0	0	0	0	0	0	4.50792202031606
3901_svm_called_somatic	0	0	0	0	1.4655114959262	1.46846209344143	0	0.756470761396046	0	0	0	9.85456215579405	0	0	0	0	0	0	0	0	0	0.454993493442275
3913_svm_called_somatic	21.556612545471	0	0	0	13.8751435882793	0	0	0	9.21661360362778	0	0	0	0	0	0	9.51392076884678	0	0	0	0	0	3.83770949377512
3917_svm_called_somatic	19.2958841954756	0	0	0	0	0	0	0	0	6.02978411737237	0	0	0	0	0	28.0145110291865	0	0	0	0	0	2.65982065796548
3918_svm_called_somatic	14.6176249490539	0	0	0	0	0	0	0	0	0	0	19.8094889933732	0	0	0	0	0	0	0	0	0	0.57288605757293
3920_svm_called_somatic	75.7860536081529	0	0	0	0	13.8743000387203	0	0	21.8344602504701	0	0	13.7753989359676	0	0	0	8.2309251605203	0	0	0	0	0	13.4988620061688
3924_svm_called_somatic	0	0	0	0	0	0	0	0	4.2964759197943	1.02531743488382	0	4.19587463330115	0	0	0	0	0	0	0	0	0	0.482332012020724
3925_svm_called_somatic	0	0	0	0	0	0	0	1.97337836483251	0	1.05429123730833	0	0.972330343505622	0	0	0	0	0	0	0	0	0	5.43535452202093e-08
3926_svm_called_somatic	0	0	0	0	0	0	0	2.00000000199825	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.99824690128025e-09
3956_svm_called_somatic	2.7575696997182	0	0	2.30935952236138	11.2092466940035	0	0	0	7.44545467164501	0	0	0	0	0	0	17.8552790427561	0	0	0	0	0	0.423090369515791
3977_svm_called_somatic	3.06882442539298	0	0	5.35420534423825	8.18545713698604	0	0	0	0	11.8383270472928	6.55318611092734	0	0	0	0	0	0	0	0	0	0	-6.48374012257591e-08
3994_svm_called_somatic	0	0	0	0	5.35270121448078	0	0	0	2.55028946009486	0	0	2.80537237636215	0	0	0	11.6685406806485	0	0	0	0	0	0.623096268413683
4007_svm_called_somatic	24.4941411033582	0	0	0	62.177061467503	0	0	0	0	0	0	0	0	0	0	6.63173696428803	0	0	0	0	0	2.69706046485084
4008_svm_called_somatic	18.4543829092756	0	6.03105073617872	0	24.6995780433372	9.18449137966958	0	0	3.75478905058549	0	0	0	0	0	0	0	0	0	0	0	0	2.87570788095346
4015_svm_called_somatic	0	0	28.1837708053569	0	10.7468290091096	0	7.6285559895636	0	0	0	0	96.5559662964628	0	0	0	0	0	0	0	0	0	6.88487789950722
4076_svm_called_somatic	66.5417998170635	0	0	0	0	16.6744222492569	0	13.3778873127245	0	0	0	0	0	0	0	19.4983348719402	0	0	0	0	0	3.90755574901486
4077_svm_called_somatic	3.77172613649654	0	0	0	13.5409971412833	13.8556409874785	0	3.92415107490893	7.72352266410247	0	0	0	0	0	0	6.13500879233478	0	0	0	0	0	2.0489532033955
4099_svm_called_somatic	1.26276436600005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73723566683181	0	0	0	0	0	-3.28318607856204e-08
4101_svm_called_somatic	3.83568412270494	1.20947124614618	0	0	0	0	0	0	0	0.954844720373315	0	0	0	0	0	0	0	0	0	0	0	-8.92244331751613e-08
4102_svm_called_somatic	6.38836247815769	0	0	0	0	0	0	0	1.05780419707568	0	0	4.01237971751193	0	0	1.5414535687405	0	0	0	0	0	0	3.85142033820784e-08
4103_svm_called_somatic	0	0	0	0	0	0	0	0	1.07096600387495	0	0	0	0	0	0	1.92903399612505	0	0	0	0	0	6.21724893790088e-15
4104_svm_called_somatic	2.97821179356402	0	0	2.46725597305218	4.47156866939417	0	0	0	0	0	8.87175036275451	0	0	0	0	12.092603422614	0	0	0	0	0	1.11860977862109
4113_svm_called_somatic	7.39410959022425	0	0	0	0	0	0	0.507635670377469	1.09825493215123	0	0	0	0	0	0	0	0	0	0	0	0	-1.92752946048813e-07
4114_svm_called_somatic	0	0	0	0	3.4418308780288	0	0	0	2.61073504695358	0	0	5.67679103299935	0	0	0	0	0	0	0	0	0	0.270643042018275
4115_svm_called_somatic	0	0	0	4.40172335613221	0	0	0	0	0	6.56221744314083	0	0	0	0	0	0	0	0	0	0	0	0.0360592007269602
4116_svm_called_somatic	5.56633054203406	0	9.26214176170758	0	0	0	10.1146561351783	0	7.86482211585316	0	0	21.5806880561758	0	0	0	3.99433351967078	0	0	0	0	10.0110691930399	4.60595867634049
4117_svm_called_somatic	5.25747646474054	0	0	0	0	0	0	0	2.67652325094873	1.8831921198981	0	0	0	0	0.968334299595272	0	0	0	0	0	0	0.214473864817361
4135_svm_called_somatic	75.9165236098653	143.866777148215	27.4925157293545	0	0	0	65.1108988350625	0	0	0	36.1009539981606	0	0	0	0	0	0	0	0	0	0	119.512330679342
4225_svm_called_somatic	8.07252757012605	0	0	0	20.0396881657591	0	0	0	0	0	0	0	0	0	0	14.023247023615	0	0	0	0	3.00607095402499	1.8584662864748
4255_svm_called_somatic	24.9167173000195	0	0	0	0	0	39.6730821968576	0	0	5.01864674061457	5.13429282491094	0	0	0	0	0	0	0	0	0	11.1978103749593	10.059450562638
4280_svm_called_somatic	0	0	0	0	22.3213281350976	0	0	0	3.67867188722359	0	0	0	0	0	0	0	0	0	0	0	0	-2.23212026639885e-08
4326_svm_called_somatic	0	0	0	0	0	0	0	0	1.50710528918828	0	0	0	0	0	0	0	0	0	0	0	0.492894709825945	9.857725746798e-10
4327_svm_called_somatic	2.033586256172	0	0	0	0	0	0	0	1.39687494208176	0	0	0	0	0	0	2.56953885461874	0	0	0	0	0	-5.28724983794859e-08
4389_svm_called_somatic	3.41684262376152	0	0	0	0	0	0	0	3.57391887412575	3.393992033335	0	25.3723866253834	0	0	4.26296168176275	2.97989699057504	0	0	0	0	0	1.17105649621863e-06
4395_svm_called_somatic	2.62947435025557	0	0	0	2.6921235700462	5.05065536584222	0	0	0	0	13.3004303518295	12.3607915181862	0	0	5.28615540110389	0	0	0	0	0	0	5.68036944273643
4396_svm_called_somatic	10.6313533037516	0	0	15.9085425668093	0	0	0	7.04893995899145	0	8.7010091647417	0	10.6237285278285	0	0	0	22.0864264950948	0	0	0	0	0	-1.72173741930237e-08
4397_svm_called_somatic	14.7837805255527	0	0	0	0	0	0	0	0	22.5073000475936	0	10.5701325185166	0	0	0	13.311531627586	0	0	0	0	0	18.8272552807511
4398_svm_called_somatic	66.063402209385	0	0	0	0	9.22212773043739	0	0	0	7.36038462283754	0	29.2613329330194	0	0	0	0	0	0	0	0	0	8.09275250432069
4422_svm_called_somatic	19.0647497840166	16.9247123389148	32.7523914485	0	0	0	21.6341261475587	0	0	0	0	17.9279864915029	0	0	0	12.6256580212625	0	0	0	0	0	5.07037576824452
4432_svm_called_somatic	6.28289853403409	0	0	0	0	0	0	0	11.583703825882	7.14169565425682	0	24.1352273572667	0	0	5.51456498279943	8.43220564925573	0	0	0	0	0	4.9097039965053
4442_svm_called_somatic	0	0	0	0	10.4291788348572	0	0	0	3.47967320320488	2.68415415991451	0	0	0	0	0	3.37626748317998	0	0	0	0	0	1.03072631884338
4443_svm_called_somatic	37.5216588872649	0	0	134.390648387304	0	0	0	0	159.217370224461	0	0	19.2505613400052	0	0	0	0	0	0	0	0	0	33.6197611609653
4474_svm_called_somatic	1.53817757029619	0	0	0	10.2329411515734	0	0	0	3.74614476369286	0	0	0	0	0	0	7.28794813399546	0	0	0	0	0	1.19478838044208
4486_svm_called_somatic	0	0	0	0	0	0	0	0	0	0	0	28.243358144464	0	0	0	0	0	0	0	0	0	0.756641855535964
4510_svm_called_somatic	9.62856012572787	0	0	0	0	0	0	0	0	0	0	8.43327499005197	0	4.92499736830781	0	0	0	0	0	0	0	2.01316751591235
4512_svm_called_somatic	17.3608587125863	9.3385567529181	3.87657978646451	0	0	0	13.6375467263362	0	0	0	0	0	0	0	0	7.68377039132443	0	0	0	0	0	4.10268763037051
4586_svm_called_somatic	25.709953286776	0	0	28.6833628199172	0	27.5641375239397	14.6612944070765	0	0	0	0	24.7884427726778	0	0	0	0	0	0	0	0	0	22.5928091896129
4617_svm_called_somatic	1.05195815146136	0	0	0	0	0	0	1.96439926434327	1.26588109700875	2.19541971524998	0	0.400519822510926	0	0	1.12182192158053	0	0	0	0	0	0	2.78451963708903e-08
4628_svm_called_somatic	53.2669321395681	0	0	0	0	0	0	18.6682410430921	0	17.170821778792	0	0	14.0661157747433	0	0	43.6253891248607	0	0	0	0	0	23.2025001389438
4630_svm_called_somatic	0	0	0	335.892879612383	174.519419256523	0	0	0	116.619320555918	0	45.4332937974138	0	0	0	0	0	0	0	55.5568197434006	0	0	126.978267034361
4639_svm_called_somatic	2.75787602849519	0	0	0	0.778538418938532	0	0	0	2.46358562504955	0	0	0	0	0	0	0	0	0	0	0	0	-7.24832744936066e-08
4659_svm_called_somatic	3.97005664214151	0	0	6.21197811513168	0	0	0	1.43933696010138	0	0	0	13.8144728707669	0	0	0	0	0	0	0	0	0	1.56415541185856
4666_svm_called_somatic	1.48984717808776	0	0	5.11420660197897	7.63688178135633	10.2560723830406	0	1.36396404178286	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1390280137535
4721_svm_called_somatic	45.9487837273737	0	0	0	16.2715418940566	28.3816963072754	0	0	0	0	7.03213044111264	0	0	0	0	7.65991649405967	0	0	0	0	0	15.7059311361219
4737_svm_called_somatic	21.5148104400175	0	0	0	10.6571834677775	23.2045981726114	0	0	0	0	0	0	0	0	0	5.17133122029214	0	0	0	0	0	3.4520766993014
4741_svm_called_somatic	4.27435394316628	0	0	2.69517026202482	0	18.491420684319	0	1.57712135221725	0	1.96193390329737	0	0	0	0	0	0	0	0	0	0	0	-1.45024742437272e-07
4756_svm_called_somatic	0.311548747912594	0	0	0	0	1.31983503619604	0	0	2.75180253691574	0.625709790152375	0	0	0	0	0	0.99110389004072	0	0	0	0	0	-1.21746079884133e-09
4781_svm_called_somatic	1.37929986363234	0	0	0	0	0	0	0	0	1.19446970517196	0	0	0	0	0	9.15173775825608	0	0	0	0	0	0.274492672939612
4807_svm_called_somatic	3.38304896084853	0	0	1.27719508619726	3.72595220238166	0	0	0	0	0	0	1.79942947644728	0	0	0	0.814374308580846	0	0	0	0	0	-3.44555850517736e-08
4856_svm_called_somatic	7.9784641281035	0	0	0	0	0	0	0	1.07238639149891	0	0	0	0	0	0.949149675498682	0	0	0	0	0	0	-1.95101089062177e-07
4870_svm_called_somatic	11.4197210115109	0	0	0	0	1.69558806474001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.884690923749123
4878_svm_called_somatic	2.42245677476074	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07164210580546	1.37701371663553	0	0	0	0	0	0.128887402798265
4885_svm_called_somatic	0	0	0	1.79991730982678	0	0	0	0	0	3.81858893739333	0	1.48026325783748	0	0	0	3.4803820822682	0	0	0	0	0	0.420848412674216
4899_svm_called_somatic	2.00693463267772	0	0	0	0	0	0	0	3.91754534484041	0.921615126457587	0	1.15390488498187	0	0	0	0	0	0	0	0	0	1.10424078769711e-08
4918_svm_called_somatic	2.05692823636106	0	0	0	0	0	0	0.943071818057462	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.44185181361456e-08
4968_svm_called_somatic	2.83784174546413	0	0	2.15867219804223	0	0	0	0	0	1.00348616241262	0	0	0	0	0	0	0	0	0	0	0	-1.0591897492418e-07
4977_svm_called_somatic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2.22044604925031e-15
5010_svm_called_somatic	0	0	0	1.16067162604131	1.58012904042673	3.0699869834048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189212350127166
5066_svm_called_somatic	32.7316913676595	19.934032984707	0	0	0	18.664210891544	0	0	0	0	0	8.84598389926725	0	0	0	0	0	0	0	0	0	11.8240808568222
5094_svm_called_somatic	0	0	0	2.18345089154278	7.1527572339653	0	0	0	0.66379192531042	0	0	0	0	0	0	0	0	0	0	0	0	-5.08185014069795e-08
5147_svm_called_somatic	28.5439002581429	0	19.1388039147868	4.22076057677361	0	0	0	0	0	3.31661785763578	0	0	0	0	0	4.21562031600379	0	0	0	0	0	4.56429707665711
5149_svm_called_somatic	24.3995483015796	0	0	0	27.4779670450546	4.16382024801559	0	0	0	0	0	12.8355606939848	0	0	0	0	0	0	0	0	0	9.12310371136533
5153_svm_called_somatic	3.43317445424832	0	0	1.13081780801959	0	0	0	0	0	3.26813021772585	0	3.55264000057272	0	0	0	5.61523743193454	0	0	0	0	0	8.74989680710314e-08
5168_svm_called_somatic	0.855000616558403	0	0	0	0	0	0	0	1.28548990991766	0	0	0.859509456215812	0	0	0	0	0	0	0	0	0	1.73081211585213e-08
5240_svm_called_somatic	11.9566975723543	0	0	10.0168589901572	0	12.3641412253847	0	0	6.77749585312189	0	0	0	0	0	0	0	0	0	0	0	0	5.88480635898195
5249_svm_called_somatic	4.79461091152954	0	0	0	0	0	0	1.27268023302238	0	0	0	10.932708478466	0	0	0	0	0	0	0	0	0	3.76982054461905e-07
5250_svm_called_somatic	0	0	0	0	0	0	0	0	3.84405156373371	0	0	10.9761356689555	0	0	0	14.2661522467934	0	0	0	0	0	0.91366052051735
5260_svm_called_somatic	18.059569718596	0	0	7.84841272300885	0	0	0	0	0	0	0	0	0	0	8.02440830095828	21.6838367199934	0	0	0	0	0	4.3837725374435
5261_svm_called_somatic	19.7417242225085	0	0	0	0	0	0	0	0	3.41402976616451	0	0	0	0	0	11.8309631363593	0	0	0	0	0	1.0132828749677
5262_svm_called_somatic	0	1.55207759373565	0	0	4.74986929739764	0	6.55680118738852	0	2.52286535657841	0	0	0	0	0	0.990698035016466	0	0	0	0	0	2.27833281290711	0.349355716976206
5278_svm_called_somatic	1.49811645977289	0	0	1.10203355334444	0	0	0	0	0	0	0	0.399850029480941	0	0	0	0	0	0	0	0	0	-4.25982658036617e-08
5318_svm_called_somatic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9529081354709	4.15908975888423	0	0	0	0	0	0.888002105644869
5319_svm_called_somatic	0	0	0	0	0	0	0	0	2.29003984098137	1.24339711727273	0	2.75458120975242	0	0	0.711981682347355	0	0	0	0	0	0	1.49646118607905e-07
5365_svm_called_somatic	0	0	0	0	21.0455353238516	31.1429766005043	0	5.33045018946909	29.7147542343149	6.43964742642621	0	0	0	6.56126696608547	0	0	0	0	0	0	0	5.76536925934839
5374_svm_called_somatic	3.60049437213799	0	0	0	0	0	0	0	0	6.28732571758753	6.65030062660965	0	0	7.41779721443367	0	5.74753517384067	0	0	0	15.4896711329323	0	5.80687576245818
5395_svm_called_somatic	10.4290145117448	0	3.47470345238863	0	0	0	0	0	0	0	0	0	0	1.64449935845428	0	7.45451658090939	0	0	0	0	0	1.99726609650286
5411_svm_called_somatic	0	0	7.88296041670923	0	6.10127326921955	0	0	0	0	0	0	0	0	0	0	2.29325384379599	0	0	0	0	0	1.72251247027523
5415_svm_called_somatic	11.6273050646916	23.7714455253837	23.4909185496123	6.62641638937619	0	0	0	0	0	0	8.09608756488878	9.06255735848607	0	0	0	0	0	0	0	0	18.906992832465	5.41827671509638
5429_svm_called_somatic	0	0	0	1.43651598164339	0	0	0	2.7845479503297	2.69545001084204	0	0	6.05396296059148	0	0	5.02952278423055	0	0	0	0	0	0	3.12362836041302e-07
5431_svm_called_somatic	16.5429374823168	0	0	7.45618229165161	0	35.0959456555577	0	13.9077885779773	0	0	0	0	0	0	0	0	13.4826652842791	11.7593748871419	18.8171170973225	0	0	8.93798872375302
5432_svm_called_somatic	121.477401150501	20.8174789245726	0	0	0	0	0	0	0	29.2298266591493	0	0	0	0	0	0	0	0	17.6256207203578	0	0	31.8496725454188
5442_svm_called_somatic	7.8364421181915	0	0	4.74544908368746	3.35946187454999	0	0	0	0	6.08352960471723	0	2.91219159791618	0	0	0	8.02017504391737	0	0	0	0	3.04275077206445	-9.50441645386491e-08
5443_svm_called_somatic	12.0743858123354	0	0	0	0	7.04442085827493	0	0	9.08891601580971	0	0	0	0	0	3.09945260393276	3.15182241169223	0	0	0	0	0	0.541002297954982
5453_svm_called_somatic	1.05402668035343	0	0	0	0.788635446477048	0	0	0	0	1.15926307438561	0	0	0	0	2.52963971016448	5.46843507116195	0	0	0	0	0	1.74574807942918e-08
5454_svm_called_somatic	5.44368664490574	0	0	0	0.419111543163078	0	0	0	1.13720195388542	0	0	0	0	0	0	0	0	0	0	0	0	-1.41954242138809e-07
5477_svm_called_somatic	42.6321443112316	0	0	0	41.2399988433937	0	0	0	0	18.665052809555	0	0	0	0	0	0	0	0	7.65601880444272	0	0	20.806785231377
5485_svm_called_somatic	34.989782770764	0	0	11.6967986823556	0	0	0	0	0	0	0	22.9346565179548	0	0	0	14.5071449599319	0	0	0	0	0	8.8716170689937
5492_svm_called_somatic	39.7675408560045	0	0	0	0	0	0	7.71253406488484	0	0	0	0	0	0	6.59816841409024	6.21323763132982	0	0	0	0	0	7.70851903369064
5503_svm_called_somatic	0	0	0	1.31145251089901	0	0	0	0	1.68854751533004	0	0	0	0	0	0	0	0	0	0	0	0	-2.62290464903003e-08
5506_svm_called_somatic	0	0	0	0	0	0	0	0	0	0	0	0.999999953999186	0	0	0	0	0	0	0	0	0	4.60008136027312e-08
5556_svm_called_somatic	0	0	0	0	0	11.9777094287349	0	0	3.02229057126437	0	0	0	0	0	0	0	0	0	0	0	0	7.44293515708705e-13
5566_svm_called_somatic	1.75641887162566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17795757538289	0	0	0	0	1.0656235965271	-4.35356382055829e-08
5579_svm_called_somatic	74.0868824182356	0	42.1794040780592	42.3151950402696	21.6585292879795	0	0	0	0	0	0	23.8305412626647	0	0	0	22.097396013707	0	0	0	0	0	18.8320518990844
5585_svm_called_somatic	8.80266331919438	0	0	3.77271622594188	1.62514992041158	0	0	0	0.870183060756981	0	0	0	0	0	0.929287767561057	0	0	0	0	0	0	-2.93865884515299e-07
5625_svm_called_somatic	3.28012078866492	0	0	4.03148952298639	5.12846451799049	7.88856190740888	0	1.67136343564328	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.72693965794224e-07
5629_svm_called_somatic	42.7358662226163	0	0	0	14.6452173764125	46.6621703479238	0	0	21.1009107411779	23.4867638605108	0	0	0	0	0	0	0	0	0	0	0	19.3690714513587
5633_svm_called_somatic	0	0	0	0	0	0	0	0	0.677813214947996	2.38023402862182	0	0.94195268691592	0	0	0	0	0	0	0	0	0	6.95142685636085e-08
5635_svm_called_somatic	5.56374165494769	0	0	1.29581379894206	1.56978426557955	0	0	0	2.28101953134437	0	0	0	0	0	0	0	0	0	0	0	0	0.289640749186336
5645_svm_called_somatic	40.0946272657457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.88938221468701	0	0	0	0	0	2.01599051956732
5647_svm_called_somatic	28.7551837808317	117.063465819601	96.8944417113357	0	0	0	66.0977731150362	0	0	0	0	0	22.059943499981	0	0	0	0	0	0	0	0	48.1291920732147
5651_svm_called_somatic	14.7139310075194	0	0	0	0	0	62.7994657464563	0	0	0	0	0	0	0	0	0	0	0	0	0	118.797007071837	13.689596174187
5656_svm_called_somatic	16.0553706198181	4.12435065337113	3.7383862035443	3.28779050161438	0	0	0	0	0	0	0	0	0	0	0	15.1261786028447	0	0	0	0	0	2.66792341880735
5659_svm_called_somatic	4.03558281153726	0	0	0	0	0	0	0	2.80965034943467	0	0	0	0	0	0	2.15476694394447	0	0	0	0	0	-1.04916408005806e-07
5670_svm_called_somatic	56.8608977412329	24.7119537926716	0	65.0481371967533	20.1156581017373	0	0	20.1445536949865	0	0	0	0	0	0	0	43.8468276359687	0	0	0	0	0	32.2719718366498
5681_svm_called_somatic	0	728.125123044841	580.874875793406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16175260700402e-06
5682_svm_called_somatic	0	0	0	0	2.87181537121543	0	0	0	0	0	2.52222456983906	0	0	0	0	0.605960061816336	0	0	0	0	0	-2.87082357885993e-09
